,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
392,N/A,N/A,wy,N/A,N/A,N/A,N/A,N/A,77.16,N/A,N/A,N/A,4.67,10.85,2.68,1.96,8.81,746270000.0,N/A,N/A,N/A,N/A,N/A,6580000000.0,1140000000.0,1.96,N/A,0.41,43.80,3.60,0.86,0.86,6330000000.0,2.28,10.99,1060000000.0,1.96,0.27,79.18,N/A,1.39,1.11,7980000.0,N/A
393,N/A,N/A,x,N/A,N/A,N/A,N/A,N/A,159.88,N/A,N/A,N/A,16.14,7.03,3.96,2.51,62.58,220380000.0,N/A,N/A,N/A,N/A,N/A,10730000000.0,1730000000.0,2.51,N/A,10.10,2300000000.0,41.00,2300000000.0,10.44,5840000000.0,2.30,16.41,851630000.0,2.51,1.51,69.47,N/A,4.57,21.43,58130000.0,N/A
394,N/A,N/A,xel,N/A,N/A,N/A,N/A,N/A,173.69,N/A,N/A,N/A,12.50,18.40,2.53,0.27,21.37,525340000.00000006,N/A,N/A,N/A,N/A,N/A,11210000000.0,4660000000.0,0.27,N/A,2.66,20.60,0.30,1640000000.0,3.13,23250000000.0,0.80,25.49,3080000000.0,0.27,0.18,81.12,N/A,3.63,1.70,8490000.0,N/A
395,N/A,N/A,xlnx,N/A,N/A,N/A,N/A,N/A,88.24,N/A,N/A,N/A,21.22,24.64,8.99,0.96,12.20,244310000.0,N/A,N/A,N/A,N/A,N/A,3040000000.0,2140000000.0000002,0.96,N/A,2.56,61.10,14.50,12.28,12.28,2049999999.9999998,3.50,9.24,1140000000.0,0.96,0.18,83.64,N/A,2.35,3.10,8119999.999999999,N/A
396,N/A,N/A,xom,N/A,N/A,N/A,N/A,N/A,37.14,N/A,N/A,N/A,3.35,1.76,0.65,1.26,50.08,4230000000.0000005,N/A,N/A,N/A,N/A,N/A,213860000000.0,77150000000.0,1.26,N/A,1.68,12580000000.0,52.20,12580000000.0,2.97,69520000000.0,0.93,42.61,21710000000.0,1.26,0.08,56.77,N/A,2.06,0.99,52700000.0,N/A
397,N/A,N/A,xray,N/A,N/A,N/A,N/A,N/A,49.17,N/A,N/A,N/A,1.40,9.28,2.32,1.00,15.55,218500000.0,N/A,N/A,N/A,N/A,N/A,3440000000.0,2190000000.0,1.00,N/A,0.22,1110000000.0,51.40,1110000000.0,5.08,2280000000.0,3.10,21.26,622800000.0,1.00,0.36,95.95,N/A,3.39,2.95,5360000.0,N/A
398,N/A,N/A,xyl,N/A,N/A,N/A,N/A,N/A,115.18,N/A,N/A,N/A,5.09,10.99,4.22,1.08,27.49,179960000.0,N/A,N/A,N/A,N/A,N/A,4950000000.0,2049999999.9999998,1.08,N/A,1.39,77.70,13.80,1580000000.0,8.76,3300000000.0,2.40,15.87,575370000.0,1.08,0.99,94.07,N/A,4.49,2.92,5010000.0,N/A
399,N/A,N/A,yum,N/A,N/A,N/A,N/A,N/A,1.63,N/A,N/A,N/A,18.78,32.00,19.81,0.86,18.10,301400000.0,N/A,N/A,N/A,N/A,N/A,5490000000.0,2830000000.0,0.86,N/A,3.34,28.70,8.50,1440000000.0,4.78,11840000000.0,1.63,26.94,1220000000.0,0.86,0.19,78.67,N/A,1.93,1.07,3780000.0,N/A
400,N/A,N/A,zion,N/A,N/A,N/A,N/A,N/A,42.74,N/A,N/A,N/A,20.46,28.65,0.66,1.61,14.20,163980000.0,N/A,N/A,N/A,N/A,N/A,2370000000.0,2800000000.0,1.61,N/A,2.56,66.70,23.80,3060000000.0,18.65,2490000000.0,42.74,42.74,N/A,1.61,1.53,102.10,N/A,4.46,5.00,7460000.0,N/A
401,N/A,N/A,znga,N/A,N/A,N/A,N/A,N/A,41.53,N/A,N/A,N/A,1.72,5.11,1.49,0.29,1.69,1080000000.0,N/A,N/A,N/A,N/A,N/A,1610000000.0,797570000.0,0.29,N/A,0.03,1560000000.0,47.40,1560000000.0,1.45,721070000.0,1.84,1.81,272640000.0,0.29,7.72,81.10,N/A,4.78,10.04,50180000.0,N/A
