,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
0,N/A,N/A,a,N/A,N/A,N/A,N/A,N/A,50.35,46.59,6.18,6.40,13.23,19.38,6.96,31890000000.0,16.92,31890000000.0,32850000000.0,28.74,2.79,6.29,27.89,6.29,2810000000.0,31890000000.0,N/A,2.21,4.20,1.00,1360000000.0,4.41,2510000000.0,2.47,16.14,755500000.0,31890000000.0,0.37,89.39,N/A,2.81,1.27,4120000.0,N/A
1,N/A,N/A,aa,N/A,N/A,N/A,N/A,N/A,36.61,69.93,0.29,0.74,6.72,4.00,1.66,2730000000.0,51.38,2730000000.0,3560000000.0,69.93,0.29,0.37,6.22,0.37,1920000000.0,2730000000.0,N/A,3.46,5.19,20.80,5.19,5.19,1950000000.0,1.42,19.93,975250000.0,2730000000.0,0.38,77.21,N/A,2.22,9.39,14790000.0,N/A
2,N/A,N/A,aapl,N/A,N/A,N/A,N/A,N/A,169.04,37.91,8.10,29.58,21.33,24.52,13.12,995150000000.0,15.58,995150000000.0,943180000000.0,31.85,2.54,7.88,26.03,7.88,98390000000.0,995150000000.0,N/A,3.30,12.00,10.90,93030000000.0,5.44,122190000000.0,1.47,4.22,80010000000.0,995150000000.0,0.07,62.12,N/A,0.57,0.55,140940000.0,N/A
3,N/A,N/A,abbv,N/A,N/A,N/A,N/A,N/A,593.80,20.63,3.97,11.32,19.20,37.55,8.23,166420000000.0,23.79,166420000000.0,165750000000.0,9.06,1.28,4.58,12.91,4.58,25830000000.0,166420000000.0,N/A,4.52,6050000000.0,26.30,6050000000.0,3.43,87480000000.0,0.86,8.34,14730000000.0,166420000000.0,0.11,76.76,N/A,1.9,0.70,13680000.0,N/A
4,N/A,N/A,abc,N/A,N/A,N/A,N/A,N/A,117.49,12.96,0.11,5.19,0.84,0.99,2.90,20030000000.0,900.74,20030000000.0,20750000000.0,11.82,3.25,0.11,13.08,0.11,4990000000.0,20030000000.0,N/A,7.53,4.10,0.30,3420000000.0,16.75,4660000000.0,0.98,18.91,1580000000.0,20030000000.0,27.78,67.90,N/A,4.18,2.56,3590000.0,N/A
5,N/A,N/A,abt,N/A,N/A,N/A,N/A,N/A,63.90,63.65,6.21,6.34,9.89,14.00,4.01,193820000000.0,17.76,193820000000.0,208460000000.0,33.56,4.86,6.63,28.68,6.63,18710000000.0,193820000000.0,N/A,1.73,46.60,8.20,5040000000.0,2.85,19680000000.0,1.57,17.27,6400000000.0,193820000000.0,0.73,77.18,N/A,2.28,0.58,10170000.0,N/A
6,N/A,N/A,aci,N/A,N/A,N/A,N/A,N/A,527.84,6.71,0.10,5.61,1.51,2.64,4.30,6710000000.0,115.29,6710000000.0,19350000000.0,7.56,0.95,0.29,4.63,0.29,17590000000.0,6710000000.0,N/A,096.30,096.30,21.40,2040000000.0,4.25,14750000000.0,1.06,3190000000.0,3190000000.0,6710000000.0,14.94,73.63,N/A,2.61,4.36,6490000.0,N/A
7,N/A,N/A,acn,N/A,N/A,N/A,N/A,N/A,21.31,30.97,3.45,9.41,11.11,14.68,12.93,150740000000.0,69.98,150740000000.0,147810000000.0,29.33,3.44,3.32,18.24,3.32,13310000000.0,150740000000.0,N/A,7.64,1.70,1.00,6450000000.0,10.13,3510000000.0,1.37,25.18,7180000000.0,150740000000.0,0.19,74.68,N/A,3.48,0.83,6450000.0,N/A
8,N/A,N/A,adbe,N/A,N/A,N/A,N/A,N/A,43.17,67.32,20.68,22.50,30.71,31.36,11.44,244780000000.0,24.92,244780000000.0,245130000000.0,45.87,2.39,20.35,53.43,20.35,9500000000.0,244780000000.0,N/A,7.58,73.80,14.00,4350000000.0,9.07,4700000000.0,1.29,22.67,4810000000.0,244780000000.0,0.29,89.10,N/A,1.65,0.78,4810000.0,N/A
9,N/A,N/A,adi,N/A,N/A,N/A,N/A,N/A,52.39,40.75,8.21,3.82,20.14,26.89,4.30,44980000000.0,14.98,44980000000.0,49480000000.0,21.55,2.39,8.96,22.58,8.96,4010000000.0,44980000000.0,N/A,2.99,0.10,1.60,1090000000.0,2.95,6170000000.0,1.47,31.90,1990000000.0,44980000000.0,0.33,91.45,N/A,3.69,3.63,7130000.0,N/A
10,N/A,N/A,adm,N/A,N/A,N/A,N/A,N/A,53.12,14.24,0.39,1.29,2.75,2.65,2.45,24850000000.0,114.53,24850000000.0,33060000000.000004,15.34,2.14,0.51,10.09,0.51,4150000000.0000005,24850000000.0,N/A,3.14,99.60,0.10,1210000000.0,2.18,10300000000.0,1.72,34.70,3180000000.0,24850000000.0,0.44,80.70,N/A,3.6,1.47,8490000.0,N/A
11,N/A,N/A,adp,N/A,N/A,N/A,N/A,N/A,42.73,24.74,4.18,10.54,16.91,22.54,5.07,60630000000.0,33.87,60630000000.0,61070000000.0,27.62,3.20,4.19,16.20,4.19,6510000000.0,60630000000.0,N/A,5.70,13.40,2.90,1910000000.0,4.44,2460000000.0,1.05,13.38,3030000000.0,60630000000.0,0.14,82.28,N/A,1.73,0.97,3810000.0,N/A
12,N/A,N/A,adsk,N/A,N/A,N/A,N/A,N/A,095.39,150.74,15.43,800.25,10.26,15.23,6.35,53860000000.0,16.13,53860000000.0,54420000000.0,67.11,2.04,15.37,84.44,15.37,2980000000.0,53860000000.0,N/A,1.63,144.30,14.60,1520000000.0,6.93,2080000000.0,0.84,0.31,1390000000.0,53860000000.0,0.15,97.69,N/A,3.12,1.46,2940000.0,N/A
13,N/A,N/A,adt,N/A,N/A,N/A,N/A,N/A,365.43,17.76,1.54,2.99,12.47,4.07,0.82,8369999999.999999,7.06,8369999999.999999,18070000000.0,17.76,1.54,3.41,9.72,3.41,3740000000.0,8369999999.999999,N/A,0.88,45470000.0,3.70,45470000.0,0.06,10210000000.0,0.53,3.63,1520000000.0,8369999999.999999,1.84,95.27,N/A,1.72,17.93,18130000.0,N/A
14,N/A,N/A,aee,N/A,N/A,N/A,N/A,N/A,127.23,23.46,3.42,2.41,15.25,25.08,3.00,19820000000.0,22.55,19820000000.0,30460000000.0,21.32,2.84,5.24,11.90,5.24,2740000000.0,19820000000.0,N/A,3.42,35.80,1.50,0.03,0.03,10650000000.0,0.81,33.29,1980000000.0,19820000000.0,0.43,77.00,N/A,9.52,5.96,13380000.0,N/A
15,N/A,N/A,aeo,N/A,N/A,N/A,N/A,N/A,228.15,9.44,0.55,2.16,2.68,1.66,1.20,2150000000.0,23.62,2150000000.0,3540000000.0,31.75,0.55,0.89,14.68,0.89,1520000000.0,2150000000.0,N/A,0.63,885720000.0,37.80,885720000.0,5.35,2270000000.0,2.35,6.02,197800000.0,2150000000.0,7.03,103.57,N/A,5.39,28.64,29450000.0,N/A
16,N/A,N/A,aep,N/A,N/A,N/A,N/A,N/A,161.13,20.97,2.63,1.99,12.54,19.79,2.50,39850000000.0,30.68,39850000000.0,72080000000.0,17.27,2.09,4.75,12.25,4.75,6500000000.0,39850000000.0,N/A,3.83,12.90,2.20,541100000.0,1.09,32780000000.0,0.42,40.34,4219999999.9999995,39850000000.0,0.01,76.46,N/A,2.01,1.53,6530000.0,N/A
17,N/A,N/A,aes,N/A,N/A,N/A,N/A,N/A,454.55,63.96,1.26,4.84,2.01,21.89,3.88,11910000000.0,14.45,11910000000.0,31450000000.0,12.95,1.99,3.27,10.52,3.27,2350000000.0,11910000000.0,N/A,0.28,1840000000.0,10.70,1840000000.0,2.77,21370000000.0,1.10,3.70,2200000000.0,11910000000.0,0.37,97.93,N/A,2.66,2.94,13370000.0,N/A
18,N/A,N/A,afl,N/A,N/A,N/A,N/A,N/A,34.15,9.22,1.25,0.89,13.49,18.95,1.67,26310000000.0,29.78,26310000000.0,28550000000.0,8.24,1.25,1.32,0.82,1.32,7760000000.0,26310000000.0,N/A,4.00,1.50,1.90,6300000000.0,8.84,10050000000.0,0.56,41.21,5700000000.0,26310000000.0,8.52,64.68,N/A,2.81,1.27,8279999.999999999,N/A
19,N/A,N/A,agn,N/A,N/A,N/A,N/A,N/A,N/A,11.89,3.94,1.10,13650000000.0,13650000000.0,13650000000.0,63660000000.0,13650000000.0,63660000000.0,81150000000.0,11.89,2.05,5.04,28.44,5.04,13650000000.0,63660000000.0,N/A,N/A,N/A,13650000000.0,N/A,N/A,N/A,N/A,N/A,N/A,63660000000.0,2.96,2.96,N/A,2.96,2.96,2.96,N/A
20,N/A,N/A,aig,N/A,N/A,N/A,N/A,N/A,62.53,11.02,0.54,0.42,9.45,11.78,0.65,25700000000.0,55.59,25700000000.0,62050000000.0,6.31,0.34,1.27,1.39,1.27,15380000000.0,25700000000.0,N/A,5.29,24530000000.0,25.20,24530000000.0,28.47,39280000000.0,0.77,71.68,1670000000.0,25700000000.0,0.10,95.68,N/A,2.16,1.63,14420000.0,N/A
21,N/A,N/A,aiv,N/A,N/A,N/A,N/A,N/A,260.89,30.31,6.04,3.22,20.07,15.90,1.34,5460000000.0,6.09,5460000000.0,9950000000.0,714.29,839.32,11.02,13.11,11.02,603880000.0,5460000000.0,N/A,1.22,39.10,2.40,398410000.0,2.68,4890000000.0,0.63,11.41,388790000.0,5460000000.0,0.84,101.94,N/A,2.19,2.06,2009999.9999999998,N/A
22,N/A,N/A,aiz,N/A,N/A,N/A,N/A,N/A,62.04,19.53,0.75,1.24,4.06,6.76,0.97,7400000000.0,163.71,7400000000.0,7470000000.0,12.03,0.75,0.74,0.62,0.74,934300000.0,7400000000.0,N/A,6.32,23.60,2.70,2360000000.0,39.57,3710000000.0,0.60,100.13,979900000.0,7400000000.0,0.84,98.12,N/A,4.87,3.47,1960000.0,N/A
23,N/A,N/A,akam,N/A,N/A,N/A,N/A,N/A,68.77,36.23,6.46,4.98,17.82,21.15,6.40,19450000000.0,18.75,19450000000.0,20770000000.0,21.37,1.81,6.83,18.74,6.83,1910000000.0,19450000000.0,N/A,3.30,42.10,12.70,1370000000.0,8.44,2690000000.0,3.34,24.01,1100000000.0,19450000000.0,2.47,92.94,N/A,6.77,7.04,8490000.0,N/A
24,N/A,N/A,all,N/A,N/A,N/A,N/A,N/A,24.58,7.12,0.70,1.18,10.28,13.79,3.15,29540000000.0,136.98,29540000000.0,37600000000.0,8.35,2.09,0.86,0.73,0.86,12490000000.0,29540000000.0,N/A,13.35,46.90,0.50,5890000000.0,18.86,6630000000.0,0.50,79.92,5940000000.0,29540000000.0,0.42,80.77,N/A,1.56,0.96,3490000.0,N/A
25,N/A,N/A,altr,N/A,N/A,N/A,N/A,N/A,61.30,625.00,6.90,8.90,4.76,0.32,0.12,3170000000.0,6.27,3170000000.0,3130000000.0,625.00,6.90,6.90,119.11,6.90,326320000.0,3170000000.0,N/A,0.31,250540000.0,7.70,250540000.0,3.43,217590000.0,2.41,4.86,32930000.0,3170000000.0,4.36,95.94,N/A,21.43,11.77,5150000.0,N/A
26,N/A,N/A,alxn,N/A,N/A,N/A,N/A,N/A,26.87,30.35,4.57,2.38,15.28,46.40,10.27,24950000000.0,24.97,24950000000.0,24700000000.0,9.63,0.74,4.46,27.44,4.46,4600000000.0,24950000000.0,N/A,3.81,2850000000.0,20.10,2850000000.0,13.01,2820000000.0,4.79,47.88,2460000000.0,24950000000.0,0.30,95.39,N/A,2.99,2.26,4420000.0,N/A
27,N/A,N/A,amat,N/A,N/A,N/A,N/A,N/A,59.63,18.92,3.70,6.21,19.58,24.66,12.54,59440000000.0,17.75,59440000000.0,60390000000.0,14.39,1.09,3.71,13.81,3.71,6390000000.0,59440000000.0,N/A,3.44,47.30,23.40,4760000000.0,5.21,5710000000.0,2.86,10.48,3320000000.0,59440000000.0,0.36,85.35,N/A,2.34,1.77,17520000.0,N/A
28,N/A,N/A,amd,N/A,N/A,N/A,N/A,N/A,27.05,158.73,12.75,29.32,7.96,11.56,9.46,96910000000.0,6.68,96910000000.0,96030000000.0,49.51,1.43,12.56,93.23,12.56,2870000000.0,96910000000.0,N/A,0.51,348.60,26.20,1780000000.0,1.51,27.05,2.10,2.82,578370000.0,96910000000.0,0.60,78.19,N/A,0.56,3.84,50060000.0,N/A
29,N/A,N/A,amgn,N/A,N/A,N/A,N/A,N/A,321.08,21.07,6.34,14.18,30.04,38.06,9.30,151180000000.0,41.05,151180000000.0,173980000000.0,15.50,1.69,7.16,13.80,7.16,19010000000.0,151180000000.0,N/A,12.24,17.30,5.70,11420000000.0,19.5,34220000000.0,2.18,18.18,10870000000.0,151180000000.0,0.22,78.93,N/A,2.24,0.75,5500000.0,N/A
30,N/A,N/A,amp,N/A,N/A,N/A,N/A,N/A,85.48,8.24,1.69,2.94,20.50,30.40,1.53,19130000000.0,95.21,19130000000.0,15960000000.0,10.86,2.78,1.31,1.77,1.31,6330000000.0,19130000000.0,N/A,19.25,8730000000.0,16.80,8730000000.0,72.63,5560000000.0,2.20,53.89,5890000000.0,19130000000.0,0.25,88.02,N/A,4.45,2.67,2780000.0,N/A
31,N/A,N/A,amt,N/A,N/A,N/A,N/A,N/A,690.83,57.81,14.27,30.53,24.70,38.63,4.66,110520000000.0,17.57,110520000000.0,140270000000.0,58.82,3.00,18.02,30.91,18.02,5360000000.0,110520000000.0,N/A,4.31,4.00,1.20,2040000000.0,4.59,31800000000.0,0.54,8.16,3720000000.0,110520000000.0,0.34,94.05,N/A,1.82,0.67,3290000.0,N/A
32,N/A,N/A,amzn,N/A,N/A,N/A,N/A,N/A,123.97,130.67,5.35,23.10,4.10,5.20,4.65,972910000000.0,646.80,972910000000.0,981090000000.0,114.94,2.35,5.31,41.86,5.31,114990000000.0,972910000000.0,N/A,26.04,99.70,40.20,71390000000.0,142.53,91400000000.0,1.18,147.16,51220000000.0,972910000000.0,15.12,57.69,N/A,0.46,0.52,3620000.0,N/A
33,N/A,N/A,an,N/A,N/A,N/A,N/A,N/A,157.07,17.30,0.26,1.63,1.51,3.75,4.70,5100000000.0,225.81,5100000000.0,9770000000.0,10.00,1.02,0.48,11.57,0.48,3520000000.0,5100000000.0,N/A,3.39,177.60,15.20,257300000.0,2.95,4930000000.0,0.92,35.98,1240000000.0,5100000000.0,11.64,84.45,N/A,3.49,6.87,5250000.0,N/A
34,N/A,N/A,anf,N/A,N/A,N/A,N/A,N/A,214.43,17.35,0.25,0.98,4.61,0.17,0.10,791550000.0,51.48,791550000.0,1770000000.0,7.97,0.25,0.55,33.37,0.55,2150000000.0,791550000.0,N/A,2.38,766720000.0,17.00,766720000.0,12.26,1740000000.0,1.50,12.89,432970000.0,791550000.0,2.14,108.41,N/A,5.34,27.35,12130000.0,N/A
35,N/A,N/A,aon,N/A,N/A,N/A,N/A,N/A,250.39,27.89,4.51,13.49,16.08,25.82,5.73,48580000000.0,46.84,48580000000.0,42630000000.0,19.61,1.62,3.88,13.94,3.88,5170000000.0,48580000000.0,N/A,7.48,43.70,4.20,1310000000.0,5.65,9250000000.0,1.09,15.56,2690000000.0,48580000000.0,0.95,93.77,N/A,10.59,6.95,13560000.0,N/A
36,N/A,N/A,apa,N/A,N/A,N/A,N/A,N/A,608.25,86.96,1.07,2.82,158.72,125.40,22.73,5440000000.0,13.35,5440000000.0,14250000000.0,86.96,1.07,2.78,2.75,2.78,4630000000.0,5440000000.0,N/A,21.21,0.36,52.10,0.36,0.36,8940000000.0,0.97,4.33,2750000000.0,5440000000.0,0.46,99.95,N/A,1.39,4.81,17790000.0,N/A
37,N/A,N/A,apd,N/A,N/A,N/A,N/A,N/A,71.45,36.00,7.82,5.88,21.58,25.64,6.38,68550000000.0,39.91,68550000000.0,70310000000.0,31.35,2.19,7.97,18.76,7.97,2940000000.0,68550000000.0,N/A,8.56,8.50,7.10,6470000000.0,29.3,8590000000.0,3.48,52.78,2980000000.0,68550000000.0,0.25,86.04,N/A,1.43,0.82,3040000.0,N/A
38,N/A,N/A,aph,N/A,N/A,N/A,N/A,N/A,78.46,30.11,4.09,6.81,13.56,18.67,8.66,32250000000.0,27.28,32250000000.0,34710000000.0,33.00,3.57,4.28,19.24,4.28,2620000000.0,32250000000.0,N/A,3.59,10.60,1.40,1310000000.0,4.4,3770000000.0,2.59,15.89,1590000000.0,32250000000.0,0.52,99.24,N/A,1.47,0.91,2550000.0,N/A
39,N/A,N/A,arna,N/A,N/A,N/A,N/A,N/A,4.78,6.40,774.88,3.21,0.00,926.83,17.42,3990000000.0,0.09,3990000000.0,2860000000.0,6.05,774.88,620.31,8.47,620.31,574930000.0,3990000000.0,N/A,6.82,1170000000.0,574930000.0,1170000000.0,20.31,59340000.0,28.75,21.58,285640000.0,3990000000.0,0.15,84.16,N/A,8.37,7.09,4150000.0000000005,N/A
40,N/A,N/A,ati,N/A,N/A,N/A,N/A,N/A,83.26,5.01,0.32,0.64,6.22,6.51,2.86,1110000000.0,29.83,1110000000.0,2100000000.0,24.21,1.26,0.56,24.49,0.56,637800000.0,1110000000.0,N/A,1.86,539100000.0,28.70,539100000.0,4.25,1530000000.0,3.58,13.68,320100000.0,1110000000.0,0.65,108.50,N/A,3.58,10.53,10310000.0,N/A
41,N/A,N/A,atvi,N/A,N/A,N/A,N/A,N/A,19.56,34.32,8.89,4.53,25.94,30.75,7.12,61990000000.0,9.08,61990000000.0,58330000000.0,24.69,1.95,8.35,22.78,8.35,4400000000.0,61990000000.0,N/A,2.34,76.80,38.40,6460000000.0,8.37,2680000000.0,3.02,17.73,2140000000.0000002,61990000000.0,1.37,92.22,N/A,1.54,1.38,10650000.0,N/A
42,N/A,N/A,avb,N/A,N/A,N/A,N/A,N/A,71.86,28.24,9.43,2.05,33.25,34.95,2.70,22300000000.0,16.90,22300000000.0,29790000000.0,37.31,5.90,12.63,17.48,12.63,1560000000.0,22300000000.0,N/A,5.60,1.50,0.10,322820000.0,2.3,7810000000.0,1.05,77.39,1310000000.0,22300000000.0,0.27,96.54,N/A,3.54,3.12,2580000.0,N/A
43,N/A,N/A,avp,N/A,N/A,N/A,N/A,N/A,1.20,13.66,0.50,0.86,0.46,6.56,6.61,2480000000.0,11.19,2480000000.0,4269999999.9999995,13.66,0.50,0.86,14.01,0.86,3300000000.0,2480000000.0,N/A,0.12,6.60,16.60,564200000.0,1.27,1890000000.0,1.20,1.99,40900000.0,2480000000.0,1.01,80.68,N/A,2.68,4.59,16450000.0,N/A
44,N/A,N/A,avy,N/A,N/A,N/A,N/A,N/A,186.93,18.88,1.45,8.00,7.68,11.48,8.82,9710000000.0,81.22,9710000000.0,11710000000.0,19.96,5.41,1.73,13.12,1.73,1900000000.0,9710000000.0,N/A,6.14,44.40,14.90,293600000.0,3.52,2270000000.0,1.22,14.55,691700000.0,9710000000.0,0.68,92.06,N/A,1.46,1.19,2.32,N/A
45,N/A,N/A,axp,N/A,N/A,N/A,N/A,N/A,239.99,21.61,2.88,3.99,11.89,16.04,2.11,84060000000.0,42.17,84060000000.0,21.61,16.05,1.76,1.14,1.14,1.14,27320000000.0,84060000000.0,N/A,4.86,85.40,38.70,41700000000.0,51.79,50550000000.0,1.57,26.16,2069999999.9999998,84060000000.0,0.10,87.09,N/A,2.7,1.52,9500000.0,N/A
46,N/A,N/A,azo,N/A,N/A,N/A,N/A,N/A,0.94,19.66,2.52,3.05,12.90,18.06,12.02,29210000000.0,508.05,29210000000.0,36830000000.0,17.95,1.69,3.05,14.28,3.05,6370000000.0,29210000000.0,N/A,64.01,15.50,0.10,543500000.0,23.27,8320000000.0,0.94,69.93,2140000000.0000002,29210000000.0,0.41,96.51,N/A,2.74,2.03,0.00,N/A
47,N/A,N/A,ba,N/A,N/A,N/A,N/A,N/A,1.41,49.66,1.43,1.86,4.27,5.01,1.44,95260000000.0,117.73,95260000000.0,124210000000.0,36.90,5.91,1.86,49.21,1.86,4760000000.0,95260000000.0,N/A,5.03,32430000000.0,25.00,32430000000.0,57.45,61380000000.0,1.41,20.67,14230000000.0,95260000000.0,0.13,66.60,N/A,0.23,1.43,11040000.0,N/A
48,N/A,N/A,bac,N/A,N/A,N/A,N/A,N/A,27.96,12.57,2.60,0.93,26.53,31.39,0.79,225440000000.0,8.54,225440000000.0,12.57,12.36,1.72,1.55,1.55,1.55,85580000000.0,225440000000.0,N/A,2.08,51.90,22.60,909360000000.0,104.96,522049999999.99994,27.96,27.96,69440000000.0,225440000000.0,0.10,73.24,N/A,1.33,1.04,66470000.0,N/A
49,N/A,N/A,bax,N/A,N/A,N/A,N/A,N/A,86.75,48.64,3.95,5.42,8.10,17.08,6.58,44080000000.0,22.48,44080000000.0,46850000000.0,28.17,3.15,4.11,25.22,4.11,4920000000.0,44080000000.0,N/A,1.79,21.40,4.10,4080000000.0,8.07,7080000000.0,2.97,15.93,2180000000.0,44080000000.0,0.13,87.48,N/A,1.22,0.79,5190000.0,N/A
50,N/A,N/A,bbby,N/A,N/A,N/A,N/A,N/A,285.20,10.03,0.16,1.07,5.51,4.30,3.39,1570000000.0,80.19,1570000000.0,4480000000.0,10.03,0.16,0.45,10.88,0.45,3540000000.0,1570000000.0,N/A,4.42,1150000000.0,49.20,1150000000.0,9.25,4170000000.0,1.55,11.75,106230000.0,1570000000.0,5.07,114.55,N/A,8.11,75.80,70860000.0,N/A
51,N/A,N/A,bby,N/A,N/A,N/A,N/A,N/A,110.99,18.54,0.69,7.81,3.75,4.96,8.31,29510000000.0,166.60,29510000000.0,28400000000.0,17.64,2.05,0.65,9.40,0.65,10050000000.0,29510000000.0,N/A,6.18,81.50,3.90,5430000000.0,20.98,4190000000.0000005,1.06,14.64,5730000000.0,29510000000.0,14.84,81.63,N/A,2.85,3.04,6430000.0,N/A
52,N/A,N/A,bdx,N/A,N/A,N/A,N/A,N/A,79.77,86.99,4.04,2.97,5.37,14.28,2.84,71360000000.0,61.74,71360000000.0,87180000000.0,18.94,2.66,5.15,24.63,5.15,8289999999.999999,71360000000.0,N/A,2.84,36.60,11.40,2900000000.0,10.02,19160000000.0,1.46,82.86,3430000000.0,71360000000.0,0.17,89.53,N/A,1.82,0.92,2320000.0,N/A
53,N/A,N/A,beam,N/A,N/A,N/A,N/A,N/A,15.68,5.87,5.87,5.87,0.00,645.85,25.76,1360000000.0,0.00,1360000000.0,1160000000.0,5.87,5.87,11.89,11.89,11.89,94880000.0,1360000000.0,N/A,5.08,227950000.0,0.00,227950000.0,4.57,36190000.0,6.03,4.65,85020000.0,1360000000.0,13.61,23.31,N/A,6.83,10.16,2020000.0,N/A
54,N/A,N/A,ben,N/A,N/A,N/A,N/A,N/A,8.52,10.62,2.00,1.07,19.04,25.72,5.76,10780000000.0,10.92,10780000000.0,5450000000.0,8.58,1.70,1.01,4.07,1.01,2380000000.0,10780000000.0,N/A,2.05,18.10,19.50,6400000000.0,12.93,997800000.0,5.32,20.42,678900000.0,10780000000.0,45.85,52.24,N/A,7.89,10.56,31840000.0,N/A
55,N/A,N/A,bf-b,N/A,N/A,N/A,N/A,N/A,125.81,46.45,11.41,19.35,28.81,33.37,12.14,36870000000.0,7.01,36870000000.0,38800000000.0,48.78,5.78,11.54,33.30,11.54,2130000000.0,36870000000.0,N/A,2.00,74.20,1.70,1.9,1.9,2700000000.0,3.34,4.49,485120000.0,36870000000.0,2.39,51.74,N/A,11.55,2.20,7960000.0,N/A
56,N/A,N/A,big,N/A,N/A,N/A,N/A,N/A,129.61,6.89,0.35,2.15,12.33,5.13,5.11,1900000000.0,149.81,1900000000.0,3290000000.0,0.35,0.35,0.60,6.34,0.60,2109999999.9999998,1900000000.0,N/A,18.33,215.80,31.30,898560000.0,22.9,1720000000.0,1.58,33.85,649070000.0,1900000000.0,2.18,108.26,N/A,6.46,28.36,8550000.0,N/A
57,N/A,N/A,biib,N/A,N/A,N/A,N/A,N/A,69.43,8.45,3.46,4.03,40.91,52.36,18.31,45540000000.0,83.38,45540000000.0,49050000000.0,8.54,6.24,3.39,6.04,3.39,12420000000.0,45540000000.0,N/A,34.04,3.20,1.80,4330000000.0,13.67,7840000000.0,2.46,71.44,7070000000.0,45540000000.0,0.66,93.15,N/A,2.01,1.51,2780000.0,N/A
58,N/A,N/A,bk,N/A,N/A,N/A,N/A,N/A,44.21,8.15,2.16,0.85,26.77,34.17,1.07,33369999999.999996,18.16,33369999999.999996,8.15,9.74,2.42,1.00,1.00,1.00,16489999999.999998,33369999999.999996,N/A,4.64,6.60,1.70,184710000000.0,208.51,73260000000.0,44.21,44.21,7740000000.0,33369999999.999996,0.23,86.89,N/A,1.38,0.85,6410000.0,N/A
59,N/A,N/A,blk,N/A,N/A,N/A,N/A,N/A,24.20,20.92,6.18,2.77,29.55,34.60,2.03,90600000000.0,97.04,90600000000.0,92330000000.0,20.12,5.62,6.14,15.10,6.14,7410000000.0,90600000000.0,N/A,28.42,21.00,3.50,8300000000.000001,54.45,8240000000.0,1.55,214.68,2960000000.0,90600000000.0,3.32,84.87,N/A,2.52,1.18,1820000.0,N/A
60,N/A,N/A,bll,N/A,N/A,N/A,N/A,N/A,279.93,73.73,2.39,9.50,3.28,10.61,4.43,26250000000.0,34.41,26250000000.0,33340000000.000004,30.49,4.20,2.96,24.34,2.96,2270000000.0,26250000000.0,N/A,1.09,52.30,7.20,1.97,1.97,7920000000.0,0.97,8.46,1060000000.0,26250000000.0,0.68,84.87,N/A,4.45,3.24,10130000.0,N/A
61,N/A,N/A,bmy,N/A,N/A,N/A,N/A,N/A,96.64,93.81,3.58,2.83,1.61,21.69,5.16,138840000000.0,17.28,138840000000.0,164560000000.0,8.18,0.85,4.72,16.15,4.72,18930000000.0,138840000000.0,N/A,0.28,21790000000.0,61.50,21790000000.0,9.67,47510000000.0,1.47,21.78,12760000000.0,138840000000.0,0.11,79.09,N/A,1.45,0.64,22890000.0,N/A
62,N/A,N/A,brk-b,N/A,N/A,N/A,N/A,N/A,26.86,24.62,2.07,1.35,8.90,17.35,3.50,529630000000.0,904.75,529630000000.0,605630000000.0,13.14,0.26,2.32,0.81,2.32,105480000000.0,529630000000.0,N/A,690.33,86.80,10.60,146590000000.0,071.84,106690000000.0,1.91,764.80,39390000000.0,529630000000.0,0.18,68.84,N/A,2.32,1.04,12680000.0,N/A
63,N/A,N/A,bsx,N/A,N/A,N/A,N/A,N/A,62.72,14.98,5.86,3.87,39.23,11.15,2.57,60420000000.0,7.26,60420000000.0,68489999999.99999,25.13,2.41,6.74,59.25,6.74,7630000000.0,60420000000.0,N/A,2.83,1720000000.0,23.90,1720000000.0,1.21,9800000000.0,1.87,10.93,1390000000.0,60420000000.0,0.24,95.35,N/A,2.15,1.15,14890000.0,N/A
64,N/A,N/A,btu,N/A,N/A,N/A,N/A,N/A,169.29,3.37,0.07,0.27,55.36,7.68,2.94,254280000.0,37.49,254280000.0,1060000000.0,24.45,0.07,0.29,0.75,0.29,1090000000.0,254280000.0,N/A,20.7570,848500000.0,45.50,848500000.0,8.68,1670000000.0,1.98,9.60,247300000.0,254280000.0,1.06,103.28,N/A,5.22,13.33,7890000.0,N/A
65,N/A,N/A,bwa,N/A,N/A,N/A,N/A,N/A,64.22,18.87,0.96,1.83,5.08,9.88,5.26,8449999999.999999,42.60,8449999999.999999,9500000000.0,20.83,2.73,1.09,7.04,1.09,2100000000.0,8449999999.999999,N/A,2.16,9.66,44.10,9.66,9.66,3060000000.0,2.36,22.25,N/A,8449999999.999999,0.51,96.45,N/A,6.54,10.06,20700000.0,N/A
