,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
63,2020_09_13,N/A,bsx,N/A,N/A,N/A,N/A,N/A,62.72,14.53,5.68,3.75,39.23,11.15,2.57,58610000000.0,7.26,58610000000.0,66690000000.0,24.39,2.41,6.57,57.69,6.57,7630000000.0,58610000000.0,N/A,2.83,1720000000.0,23.90,1720000000.0,1.21,9800000000.0,1.87,10.93,1390000000.0,58610000000.0,0.24,95.35,N/A,2.34,1.04,15660000.0,N/A
64,2020_09_13,N/A,btu,N/A,N/A,N/A,N/A,N/A,169.29,3.37,0.07,0.28,55.36,7.68,2.94,265040000.00000003,37.49,265040000.00000003,1070000000.0000001,24.45,0.07,0.29,0.75,0.29,1090000000.0,265040000.00000003,N/A,20.7570,848500000.0,45.50,848500000.0,8.68,1670000000.0,1.98,9.60,247300000.0,265040000.00000003,1.06,103.28,N/A,5.01,15.77,8050000.000000001,N/A
65,2020_09_13,N/A,bwa,N/A,N/A,N/A,N/A,N/A,64.22,19.29,0.98,1.87,5.08,9.88,5.26,8630000000.0,42.60,8630000000.0,9690000000.0,12.17,1.60,1.11,7.18,1.11,2100000000.0,8630000000.0,N/A,2.16,9.66,44.10,9.66,9.66,3060000000.0,2.36,22.25,N/A,8630000000.0,0.51,96.45,N/A,6.4,9.73,20080000.0,N/A
66,2020_09_13,N/A,bxp,N/A,N/A,N/A,N/A,N/A,157.71,12.96,4.51,2.20,35.82,33.89,2.73,13150000000.0,18.44,13150000000.0,25140000000.0,24.33,23.41,8.64,10.94,8.64,1840000000.0,13150000000.0,N/A,6.53,61.20,12.90,1690000000.0,10.87,13480000000.0,5.56,38.44,1170000000.0,13150000000.0,0.14,98.97,N/A,2.86,2.64,3400000.0,N/A
67,2020_09_13,N/A,c,N/A,N/A,N/A,N/A,N/A,83.41,8.78,1.42,0.61,23.24,27.56,0.65,106070000000.0,27.64,106070000000.0,8.78,8.34,1.99,1.74,1.74,1.74,66069999999.99999,106070000000.0,N/A,5.86,72.60,27.80,940740000000.0,451.88,599250000000.0,83.41,83.41,5710000000.0,106070000000.0,0.25,81.98,N/A,0.92,0.78,17520000.0,N/A
68,2020_09_13,N/A,cag,N/A,N/A,N/A,N/A,N/A,125.75,20.17,1.53,2.15,7.60,16.41,5.09,16950000000.0,22.68,16950000000.0,26350000000.0,15.11,2.26,2.38,14.25,2.38,3100000000.0,16950000000.0,N/A,1.72,59.20,25.80,553300000.0,1.14,125.75,0.88,16.17,1840000000.0,16950000000.0,0.32,88.03,N/A,3.71,2.34,8369999.999999999,N/A
69,2020_09_13,N/A,cah,N/A,N/A,N/A,N/A,N/A,403.80,10.42,0.09,7.93,2.42,1.16,2.72,14200000000.0,521.92,14200000000.0,18200000000.0,8.84,4.73,0.12,6.94,0.12,6870000000.0,14200000000.0,N/A,12.61,238.10,1.80,2770000000.0,9.48,7240000000.0,1.10,6.11,1960000000.0,14200000000.0,0.16,91.51,N/A,2.04,1.77,4320000.0,N/A
70,2020_09_13,N/A,camp,N/A,N/A,N/A,N/A,N/A,187.94,320.00,0.79,2.29,23.80,4.67,1.84,287290000.0,10.56,287290000.0,412520000.0,37.88,3.16,1.15,35.99,1.15,143300000.0,287290000.0,N/A,2.52,104070000.0,9.90,104070000.0,3.03,235290000.0,2.33,3.64,23040000.0,287290000.0,3.97,75.67,N/A,5.38,4.69,1630000.0,N/A
71,2020_09_13,N/A,cat,N/A,N/A,N/A,N/A,N/A,280.53,20.01,1.78,5.91,8.90,13.20,4.93,81150000000.0,84.78,81150000000.0,110990000000.0,20.49,5.92,2.39,13.00,2.39,14460000000.0,81150000000.0,N/A,7.49,71.70,30.70,8029999999.999999,14.83,38650000000.0,1.50,25.36,5720000000.0,81150000000.0,0.19,70.02,N/A,2.4,1.29,6630000.0,N/A
72,2020_09_13,N/A,cb,N/A,N/A,N/A,N/A,N/A,34.76,24.89,1.57,0.98,6.34,8.66,1.05,53820000000.0,76.13,53820000000.0,68930000000.0,10.89,1.34,2.00,0.65,2.00,8720000000.0,53820000000.0,N/A,4.82,5560000000.0,5.90,5560000000.0,12.32,19040000000.0,0.35,121.32,7330000000.0,53820000000.0,0.53,90.40,N/A,1.74,0.61,3640000.0,N/A
73,2020_09_13,N/A,cbs,N/A,N/A,N/A,N/A,N/A,N/A,13.50,0.68,1.30,5400000000.0,5400000000.0,5400000000.0,18190000000.0,5400000000.0,18190000000.0,37790000000.0,6.41,0.84,1.43,10.61,1.43,5400000000.0,18190000000.0,N/A,N/A,N/A,5400000000.0,N/A,N/A,N/A,N/A,N/A,N/A,18190000000.0,0.72,0.72,N/A,0.72,0.72,0.72,N/A
74,2020_09_13,N/A,cci,N/A,N/A,N/A,N/A,N/A,275.14,91.24,11.52,6.78,14.51,27.37,2.50,66629999999.99999,13.85,66629999999.99999,91150000000.0,55.56,2.63,15.80,29.20,15.80,3780000000.0,66629999999.99999,N/A,1.74,7.40,0.50,2510000000.0,5.99,27040000000.0,1.75,23.56,2880000000.0,66629999999.99999,0.43,93.22,N/A,3.84,1.77,8690000.0,N/A
75,2020_09_13,N/A,ccl,N/A,N/A,N/A,N/A,N/A,106.82,5.99,0.74,0.75,17.53,2.56,0.57,15680000000.0,24.24,15680000000.0,31050000000.0,33.33,0.74,1.84,101.46,1.84,7920000000.0,15680000000.0,N/A,4.25,6880000000.0,84.70,6880000000.0,9.08,22260000000.0,0.69,27.49,3930000000.0,15680000000.0,15.44,76.12,N/A,2.29,18.49,125710000.0,N/A
76,2020_09_13,N/A,cern,N/A,N/A,N/A,N/A,N/A,37.74,42.40,3.93,5.35,9.23,12.68,6.29,21490000000.0,18.07,21490000000.0,22390000000.0,20.92,1.53,3.99,16.46,3.99,4620000000.0,21490000000.0,N/A,1.66,6.10,7.00,441020000.0,1.44,1520000000.0,2.04,13.16,1330000000.0,21490000000.0,3.63,86.01,N/A,10.38,5.66,14640000.0,N/A
77,2020_09_13,N/A,cf,N/A,N/A,N/A,N/A,N/A,76.08,18.32,1.65,2.40,8.87,18.37,3.95,6900000000.0,19.67,6900000000.0,10580000000.0,18.98,1.26,2.48,6.28,2.48,1170000000.0,6900000000.0,N/A,1.74,32.90,19.80,2.63,2.63,4240000000.0,1.85,13.43,1530000000.0,6900000000.0,0.47,97.41,N/A,1.92,3.32,6030000.0,N/A
78,2020_09_13,N/A,chk,N/A,N/A,N/A,N/A,N/A,N/A,0.64,0.01,0.04,2800000000.0,2800000000.0,2800000000.0,51840000.0,2800000000.0,51840000.0,3530000000.0,6.26,0.01,0.51,0.54,0.51,2800000000.0,51840000.0,N/A,N/A,N/A,2800000000.0,N/A,N/A,N/A,N/A,N/A,N/A,51840000.0,2800000000.0,2800000000.0,N/A,2800000000.0,2800000000.0,2800000000.0,N/A
79,2020_09_13,N/A,chrw,N/A,N/A,N/A,N/A,N/A,84.37,28.65,0.89,7.80,3.10,4.22,8.36,13290000000.0,111.05,13290000000.0,14360000000.0,24.10,3.04,0.95,19.49,0.95,1290000000.0,13290000000.0,N/A,3.44,14.90,7.20,362240000.0,2.69,1440000000.0,1.56,12.65,884540000.0,13290000000.0,0.87,98.82,N/A,13.45,14.55,16420000.000000002,N/A
80,2020_09_13,N/A,ci,N/A,N/A,N/A,N/A,N/A,78.40,12.07,0.41,1.32,3.40,5.94,3.66,62330000000.0,416.74,62330000000.0,91670000000.0,8.28,0.72,0.59,0.67,0.59,25260000000.0,62330000000.0,N/A,14.04,24.60,1.20,8380000000.000001,22.81,37160000000.0,0.83,128.64,10410000000.0,62330000000.0,1.45,92.71,N/A,1.99,0.96,2940000.0,N/A
81,2020_09_13,N/A,cim,N/A,N/A,N/A,N/A,N/A,432.00,11.49,145.93,0.59,34.34,80.05,0.82,2009999999.9999998,2.89,2009999999.9999998,11.49,6.72,145.93,121.31,0.89,121.31,850510000.0,2009999999.9999998,N/A,1.38,302550000.0,850510000.0,302550000.0,1.3,14670000000.0,2.04,14.64,230200000.0,2009999999.9999998,1.50,50.69,N/A,3.18,4.08,10260000.0,N/A
82,2020_09_13,N/A,cinf,N/A,N/A,N/A,N/A,N/A,10.44,23.19,1.95,1.34,8.61,10.79,1.75,12420000000.0,39.82,12420000000.0,12680000000.0,20.58,1.95,1.96,0.57,1.96,2630000000.0,12420000000.0,N/A,3.42,112.40,41.90,4.39,4.39,10.44,1.15,57.58,1350000000.0,12420000000.0,6.57,64.91,N/A,6.39,3.42,4450000.0,N/A
83,2020_09_13,N/A,cl,N/A,N/A,N/A,N/A,N/A,010.93,25.56,4.12,244.46,16.13,23.15,16.30,65510000000.00001,18.59,65510000000.00001,71910000000.0,24.33,3.95,4.51,17.31,4.51,9340000000.0,65510000000.00001,N/A,2.99,8.40,0.80,1020000000.0,1.19,7400000000.0,0.92,0.31,3680000000.0,65510000000.00001,0.24,80.93,N/A,3.02,1.17,10760000.0,N/A
84,2020_09_13,N/A,cldx,N/A,N/A,N/A,N/A,N/A,1.27,47.43,47.43,1.92,0.00,188.22,16.18,458170000.0,0.25,458170000.0,254300000.0,47.43,47.43,57.82,5.34,57.82,39100000.0,458170000.0,N/A,2.56,206920000.0,67.00,206920000.0,5.29,3040000.0,19.28,6.10,45470000.0,458170000.0,0.19,23.25,N/A,4.59,6.22,0.00,N/A
85,2020_09_13,N/A,clf,N/A,N/A,N/A,N/A,N/A,415.23,101.83,0.75,3.08,0.86,6.80,1.82,2440000000.0,8.21,2440000000.0,7010000000.0,18.73,0.75,2.76,30.90,2.76,575700000.0,2440000000.0,N/A,0.07,73700000.0,47.00,73700000.0,0.19,4640000000.0,2.55,1.99,1680000000.0,2440000000.0,1.56,61.95,N/A,10.75,27.80,96940000.0,N/A
86,2020_09_13,N/A,clx,N/A,N/A,N/A,N/A,N/A,345.37,29.21,4.08,29.88,13.97,18.69,13.86,27130000000.0,53.41,27130000000.0,29380000000.0,29.24,6.01,4.37,20.07,4.37,3060000000.0,27130000000.0,N/A,7.36,28.60,21.90,6.9,6.9,3140000000.0,1.42,7.20,1550000000.0,27130000000.0,0.13,81.76,N/A,8.76,13.01,11790000.0,N/A
87,2020_09_13,N/A,cma,N/A,N/A,N/A,N/A,N/A,53.27,9.45,1.81,0.74,24.09,32.52,0.78,5450000000.0,17.74,5450000000.0,9.45,11.45,22.90,1.83,1.83,1.83,3270000000.0,5450000000.0,N/A,4.20,62.10,28.30,13980000000.0,100.53,7490000000.0,53.27,53.27,1410000000.0,5450000000.0,0.99,87.22,N/A,3.19,3.89,5790000.0,N/A
88,2020_09_13,N/A,cmcsa,N/A,N/A,N/A,N/A,N/A,127.81,17.91,1.95,2.44,10.91,19.03,4.80,203740000000.0,23.14,203740000000.0,294610000000.0,15.06,1.27,2.79,9.07,2.79,74500000000.0,203740000000.0,N/A,2.49,4.40,11.70,13930000000.0,3.05,109980000000.0,0.97,18.30,25890000000.0,203740000000.0,0.69,85.05,N/A,5.51,1.69,87410000.0,N/A
89,2020_09_13,N/A,cme,N/A,N/A,N/A,N/A,N/A,15.14,24.73,11.48,2.19,46.50,57.25,1.95,58790000000.0,14.29,58790000000.0,60740000000.0,22.62,2.29,11.86,16.74,11.86,4860000000.0,58790000000.0,N/A,6.63,2.00,7.20,1490000000.0,4.16,4059999999.9999995,1.02,74.94,3270000000.0,58790000000.0,1.56,87.98,N/A,3.77,1.77,6080000.0,N/A
90,2020_09_13,N/A,cmg,N/A,N/A,N/A,N/A,N/A,176.38,145.07,6.60,21.47,4.55,5.86,4.10,36600000000.0,202.05,36600000000.0,38700000000.0,62.89,2.45,6.89,54.75,6.89,1900000000.0,36600000000.0,N/A,9.02,91.00,4.80,906660000.0,32.42,3010000000.0,1.59,60.95,726050000.0,36600000000.0,1.61,92.16,N/A,4.61,4.30,1110000.0,N/A
91,2020_09_13,N/A,cmi,N/A,N/A,N/A,N/A,N/A,54.35,18.33,1.55,4.25,8.46,9.26,5.76,30590000000.0,133.88,30590000000.0,32799999999.999996,16.86,4.42,1.62,11.24,1.62,5980000000.0,30590000000.0,N/A,11.28,59.10,38.10,2100000000.0,14.26,4420000000.0,1.42,48.73,2320000000.0,30590000000.0,0.33,85.49,N/A,3.69,2.11,4220000.0,N/A
92,2020_09_13,N/A,cms,N/A,N/A,N/A,N/A,N/A,289.95,23.03,2.61,3.34,11.33,21.19,3.27,17410000000.0,23.43,17410000000.0,31040000000.0,21.32,2.95,4.67,12.67,4.67,2560000000.0,17410000000.0,N/A,2.64,46.20,0.10,1590000000.0,5.54,15220000000.0,1.13,18.21,1400000000.0,17410000000.0,0.46,94.55,N/A,2.88,1.93,4970000.0,N/A
93,2020_09_13,N/A,cnp,N/A,N/A,N/A,N/A,N/A,153.87,12.02,0.82,1.78,5.49,13.27,3.04,10600000000.0,23.90,10600000000.0,25000000000.0,14.29,12.31,2.06,21.08,2.06,3320000000.0,10600000000.0,N/A,1.58,46.20,5.00,1.78,1.78,12910000000.0,0.58,10.93,2240000000.0,10600000000.0,0.21,88.76,N/A,2.95,3.73,18810000.0,N/A
94,2020_09_13,N/A,cnx,N/A,N/A,N/A,N/A,N/A,59.63,5.47,1.60,0.51,52.66,10.60,0.91,1900000000.0,6.40,1900000000.0,4590000000.0,1.60,1.60,3.87,98.01,3.87,1030000000.0,1900000000.0,N/A,3.37,19810000.0,45.20,19810000.0,0.11,2720000000.0,0.90,19.99,831070000.0,1900000000.0,2.24,98.51,N/A,7.17,25.75,25810000.0,N/A
95,2020_09_13,N/A,cof,N/A,N/A,N/A,N/A,N/A,111.40,7.72,1.17,0.57,1.64,1.17,0.06,31700000000.0,33.23,31700000000.0,7.72,9.92,0.89,1.77,1.77,1.77,22360000000.0,31700000000.0,N/A,0.26,58430000000.0,60.00,58430000000.0,127.95,46360000000.0,111.40,111.40,16750000000.0,31700000000.0,0.86,91.30,N/A,1.69,0.98,4900000.0,N/A
96,2020_09_13,N/A,cog,N/A,N/A,N/A,N/A,N/A,57.96,23.04,4.58,3.35,20.88,27.21,5.76,7250000000.0,3.82,7250000000.0,8390000000.000001,11.30,3.60,5.21,9.29,5.21,1330000000.0,7250000000.0,N/A,0.79,83.20,38.70,117160000.0,0.29,1260000000.0,1.22,5.43,875190000.0,7250000000.0,2.05,100.06,N/A,3.36,4.50,14090000.0,N/A
97,2020_09_13,N/A,cop,N/A,N/A,N/A,N/A,N/A,47.62,16.04,1.48,1.12,9.15,11.12,2.60,35310000000.0,23.00,35310000000.0,42440000000.0,72.99,1.48,1.74,4.42,1.74,16180000000.0,35310000000.0,N/A,2.10,83.50,65.20,7860000000.0,7.33,47.62,2.69,29.36,7580000000.0,35310000000.0,0.04,76.33,N/A,1.51,0.87,10500000.0,N/A
98,2020_09_13,N/A,cost,N/A,N/A,N/A,N/A,N/A,72.73,40.61,0.94,8.92,2.31,3.24,6.82,149910000000.0,364.41,149910000000.0,149770000000.0,36.10,4.26,0.93,22.16,0.93,19820000000.0,149910000000.0,N/A,8.36,7.50,7.30,11770000000.0,26.67,12510000000.0,1.11,38.06,6910000000.0,149910000000.0,0.23,71.54,N/A,1.48,0.65,3320000.0,N/A
99,2020_09_13,N/A,cpb,N/A,N/A,N/A,N/A,N/A,241.18,23.24,1.59,5.33,18.73,14.78,6.29,13690000000.0,28.78,13690000000.0,18690000000.0,15.50,1.84,2.15,11.22,2.15,3010000000.0,13690000000.0,N/A,5.36,2.84,115.50,2.84,2.84,6200000000.0,0.78,8.51,1400000000.0,13690000000.0,43.90,53.65,N/A,11.34,8.99,17420000.0,N/A
100,2020_09_13,N/A,crm,N/A,N/A,N/A,N/A,N/A,16.10,99.12,11.66,5.87,12.21,0.55,0.15,225500000000.0,21.71,225500000000.0,222060000000.0,82.64,4.12,11.46,84.92,11.46,12860000000.0,225500000000.0,N/A,2.59,784.60,28.90,9280000000.0,10.2,6190000000.0,1.14,42.33,4219999999.9999995,225500000000.0,3.80,85.16,N/A,1.13,1.59,11870000.0,N/A
101,2020_09_13,N/A,csco,N/A,N/A,N/A,N/A,N/A,41.10,14.99,3.41,4.42,22.75,28.64,9.16,167520000000.0,11.64,167520000000.0,152680000000.0,12.92,2.58,3.10,9.33,3.10,31680000000.0,167520000000.0,N/A,2.64,19.50,9.50,29430000000.0,6.95,15590000000.0,1.72,8.95,15430000000.0,167520000000.0,0.04,73.98,N/A,1.38,0.74,37780000.0,N/A
102,2020_09_13,N/A,csx,N/A,N/A,N/A,N/A,N/A,139.66,20.38,5.37,4.77,26.39,40.29,7.19,58010000000.0,14.15,58010000000.0,72400000000.0,18.28,2.95,6.60,12.28,6.60,6290000000.0,58010000000.0,N/A,3.72,42.60,26.30,2590000000.0,3.39,16989999999.999998,1.62,15.88,4770000000.0,58010000000.0,0.12,76.04,N/A,0.80,0.80,6380000.0,N/A
103,2020_09_13,N/A,ctas,N/A,N/A,N/A,N/A,N/A,88.75,39.15,4.80,10.16,12.36,16.54,9.70,32860000000.0,68.25,32860000000.0,35420000000.0,40.98,3.75,5.00,22.96,5.00,3230000000.0,32860000000.0,N/A,8.11,36.10,9.70,145400000.0,1.4,2870000000.0,2.61,31.28,1290000000.0,32860000000.0,15.58,67.24,N/A,4.21,1.86,1670000.0,N/A
104,2020_09_13,N/A,ctl,N/A,N/A,N/A,N/A,N/A,258.30,9.34,0.52,0.86,5.52,17.78,3.80,11580000000.0,20.48,11580000000.0,44590000000.0,7.33,419.23,2.03,5.36,2.03,12320000000.0,11580000000.0,N/A,1.12,1.60,3.40,1760000000.0,1.61,34770000000.0,0.65,12.27,6850000000.0,11580000000.0,0.79,78.27,N/A,8.6,11.92,112300000.0,N/A
105,2020_09_13,N/A,ctsh,N/A,N/A,N/A,N/A,N/A,31.60,22.44,2.17,3.28,9.67,16.63,10.33,36010000000.0,30.69,36010000000.0,34900000000.0,16.84,2.33,2.08,12.24,2.08,6150000000.0,36010000000.0,N/A,2.96,29.10,3.40,4580000000.0,8.45,3470000000.0,2.66,20.24,3130000000.0,36010000000.0,0.24,95.10,N/A,3.79,1.58,8560000.0,N/A
106,2020_09_13,N/A,ctxs,N/A,N/A,N/A,N/A,N/A,0.85,22.98,5.48,17.01,24.11,21.29,10.05,16660000000.0,25.17,16660000000.0,17720000000.0,20.83,1.90,5.53,21.34,5.53,2600000000.0,16660000000.0,N/A,5.94,20.80,6.70,867670000.0,7.02,1930000000.0,0.85,0.76,1060000000.0,16660000000.0,0.95,101.74,N/A,2.9,3.65,3180000.0,N/A
107,2020_09_13,N/A,cvs,N/A,N/A,N/A,N/A,N/A,134.67,9.22,0.29,1.12,3.14,5.28,3.82,75900000000.0,201.52,75900000000.0,150490000000.0,7.66,0.97,0.57,8.11,0.57,44520000000.0,75900000000.0,N/A,6.29,53.70,3.20,17460000000.0,13.35,92050000000.0,0.98,52.04,15990000000.0,75900000000.0,0.19,79.64,N/A,2.82,1.47,19910000.0,N/A
108,2020_09_13,N/A,cvx,N/A,N/A,N/A,N/A,N/A,25.34,63.11,1.27,1.09,7.57,0.67,0.20,145930000000.0,61.60,145930000000.0,173070000000.0,27.10,0.70,1.51,7.98,1.51,59750000000.0,145930000000.0,N/A,4.66,6910000000.0,56.20,6910000000.0,3.7,34049999999.999996,1.14,71.83,18280000000.0,145930000000.0,0.05,68.96,N/A,2.15,1.01,17850000.0,N/A
109,2020_09_13,N/A,d,N/A,N/A,N/A,N/A,N/A,131.32,121.12,3.88,2.50,3.24,35.03,3.60,66140000000.0,20.29,66140000000.0,108410000000.0,20.33,8.92,6.44,21.53,6.44,7970000000.0,66140000000.0,N/A,0.56,0.8,9.70,0.8,0.8,40560000000.0,0.64,31.53,6030000000.0,66140000000.0,0.28,72.79,N/A,3.36,1.25,14280000.0,N/A
110,2020_09_13,N/A,dal,N/A,N/A,N/A,N/A,N/A,395.67,4.86,0.60,2.33,10.74,2.59,0.82,20280000000.0,53.22,20280000000.0,35350000000.0,58.82,16.97,1.04,9.16,1.04,12920000000.0,20280000000.0,N/A,5.71,15670000000.0,88.30,15670000000.0,24.67,34380000000.0,0.94,13.68,3280000000.0,20280000000.0,0.38,85.17,N/A,1.09,3.75,27120000.0,N/A
111,2020_09_13,N/A,dd,N/A,N/A,N/A,N/A,N/A,52.55,16.94,2.07,1.14,12.31,11.92,2.24,42360000000.0,27.95,42360000000.0,57790000000.0,17.01,13.09,2.79,66.28,2.79,7710000000.0,42360000000.0,N/A,3.44,3740000000.0,11.70,3740000000.0,5.09,19750000000.0,1.50,50.43,2980000000.0,42360000000.0,0.26,74.25,N/A,1.79,0.98,14580000.0,N/A
112,2020_09_13,N/A,dds,N/A,N/A,N/A,N/A,N/A,61.29,11.73,0.15,0.54,1.89,2.65,2.58,735760000.0,214.52,735760000.0,1490000000.0,0.15,0.15,0.29,16.28,0.29,2109999999.9999998,735760000.0,N/A,4.05,82870000.0,35.20,82870000.0,3.7,840530000.0,1.86,61.28,89140000.0,735760000.0,20.31,109.37,N/A,10.7,147.74,6750000.0,N/A
113,2020_09_13,N/A,de,N/A,N/A,N/A,N/A,N/A,379.38,25.07,1.93,5.23,7.61,11.16,3.30,67410000000.0,113.81,67410000000.0,107050000000.0,22.78,3.39,3.03,18.85,3.03,9180000000.0,67410000000.0,N/A,8.58,9.80,11.20,8350000000.0,26.65,48910000000.0,2.35,41.13,7060000000.0,67410000000.0,0.23,80.91,N/A,1.28,1.28,4500000.0,N/A
114,2020_09_13,N/A,dell,N/A,N/A,N/A,N/A,N/A,223.58,23.80,0.54,255.84,2.29,3.71,1.79,48870000000.0,124.50,48870000000.0,92980000000.0,10.54,2.06,1.02,10.17,1.02,28930000000.0,48870000000.0,N/A,2.76,69.30,2.70,11220000000.0,15.03,55770000000.0,0.76,0.56,7860000000.0,48870000000.0,1.02,75.69,N/A,3.65,2.90,8470000.0,N/A
115,2020_09_13,N/A,dfs,N/A,N/A,N/A,N/A,N/A,240.60,17.06,1.48,1.93,17.76,25.97,0.93,16570000000.0,18.99,16570000000.0,17.06,8.58,0.43,1.87,1.87,1.87,7820000000.0,16570000000.0,N/A,3.24,15140000000.0,70.20,15140000000.0,49.4,23200000000.0,1.17,28.02,5550000000.0,16570000000.0,0.52,86.16,N/A,2.77,2.54,9060000.0,N/A
116,2020_09_13,N/A,dg,N/A,N/A,N/A,N/A,N/A,179.85,21.43,1.60,6.67,7.48,9.99,8.18,49090000000.0,123.71,49090000000.0,59360000000.0,21.10,1.54,1.90,16.22,1.90,8490000000.0,49090000000.0,N/A,9.19,84.60,24.40,2960000000.0,11.88,13230000000.0,1.40,29.54,4010000000.0,49090000000.0,0.19,94.96,N/A,0.92,0.88,2970000.0,N/A
117,2020_09_13,N/A,dgx,N/A,N/A,N/A,N/A,N/A,86.22,20.05,1.99,2.55,9.98,14.74,5.61,14840000000.0,56.20,14840000000.0,18990000000.0,14.27,1.51,2.52,12.81,2.52,2720000000.0,14840000000.0,N/A,5.51,18.10,6.50,7.36,7.36,5140000000.0,1.29,43.51,1250000000.0,14840000000.0,0.51,94.17,N/A,2.17,2.43,2760000.0,N/A
118,2020_09_13,N/A,dhi,N/A,N/A,N/A,N/A,N/A,38.60,12.63,1.37,2.30,10.82,13.44,9.59,25360000000.0,51.64,25360000000.0,27340000000.0,10.83,0.79,1.44,10.64,1.44,3650000000.0,25360000000.0,N/A,5.52,32.80,9.90,2280000000.0,6.26,4370000000.0,5.19,30.38,1400000000.0,25360000000.0,8.51,87.91,N/A,1.82,2.17,5730000.0,N/A
119,2020_09_13,N/A,dhr,N/A,N/A,N/A,N/A,N/A,64.18,51.29,7.75,4.37,18.35,17.48,3.31,144070000000.0,26.63,144070000000.0,164190000000.0,32.79,2.10,8.69,31.22,8.69,9980000000.0,144070000000.0,N/A,4.68,26.80,19.20,5540000000.0,7.81,23280000000.0,2.20,46.52,4340000000.0,144070000000.0,11.47,82.13,N/A,3.33,0.87,6990000.0,N/A
120,2020_09_13,N/A,dis,N/A,N/A,N/A,N/A,N/A,68.57,51.22,3.46,2.80,1.58,9.43,1.97,240740000000.0,38.63,240740000000.0,282040000000.0,50.76,14.07,4.04,40.26,4.04,27550000000.0,240740000000.0,N/A,0.61,23110000000.0,41.90,23110000000.0,12.79,68310000000.0,1.34,48.02,7970000000.0,240740000000.0,0.20,66.29,N/A,1.82,1.24,26580000.0,N/A
121,2020_09_13,N/A,disca,N/A,N/A,N/A,N/A,N/A,131.43,11.90,1.51,1.20,12.86,29.36,5.91,11190000000.0,17.13,11190000000.0,24790000000.0,7.11,0.94,2.30,3.64,2.30,7390000000.0,11190000000.0,N/A,1.71,71.40,11.90,1690000000.0,2.51,15510000000.0,1.83,14.64,3510000000.0,11190000000.0,3.25,127.30,N/A,12.06,34.56,46970000.0,N/A
122,2020_09_13,N/A,dks,N/A,N/A,N/A,N/A,N/A,168.50,18.51,0.56,2.58,3.03,5.37,4.11,4980000000.0,102.31,4980000000.0,7170000000.0,15.31,2.95,0.83,10.75,0.83,2570000000.0,4980000000.0,N/A,3.01,146.00,20.10,1060000000.0,11.91,3250000000.0,1.36,22.94,1310000000.0,4980000000.0,5.17,109.61,N/A,4.23,21.13,15400000.0,N/A
123,2020_09_13,N/A,dlph,N/A,N/A,N/A,N/A,N/A,790.91,60.05,0.42,11.68,5.16,2.35,1.40,1540000000.0,42.40,1540000000.0,3080000000.0,15.53,0.88,0.84,16.04,0.84,2.20,1540000000.0,N/A,2.20,6.37,44.00,6.37,6.37,2089999999.9999998,1.71,1.53,N/A,1540000000.0,0.62,111.02,N/A,23.10,23.10,19150000.0,N/A
124,2020_09_13,N/A,dltr,N/A,N/A,N/A,N/A,N/A,151.03,24.20,0.87,3.14,3.61,7.62,5.84,21420000000.0,103.97,21420000000.0,29960000000.0,18.08,1.72,1.22,14.83,1.22,8950000000.0,21420000000.0,N/A,3.73,45.00,9.40,1750000000.0,7.38,10290000000.0,1.22,28.71,2460000000.0,21420000000.0,1.48,96.14,N/A,2.07,2.50,3590000.0,N/A
125,2020_09_13,N/A,dlx,N/A,N/A,N/A,N/A,N/A,246.65,21.56,0.59,2.30,16.68,13.98,7.64,1120000000.0,45.37,1120000000.0,1930000000.0,0.59,0.59,1.01,10.48,1.01,1200000000.0,1120000000.0,N/A,7.59,54.40,16.90,371950000.0,8.89,1200000000.0,2.00,11.59,291200000.0,1120000000.0,0.78,95.10,N/A,3.23,7.30,2800000.0,N/A
126,2020_09_13,N/A,dnb,N/A,N/A,N/A,N/A,N/A,164.10,23.87,6.24,7.99,23.51,1.26,1660000000.0,10630000000.0,5.27,10630000000.0,14570000000.0,23.87,6.24,8.79,46.12,8.79,965400000.0,10630000000.0,N/A,1.41,99800000.0,5.40,99800000.0,0.24,4030000000.0000005,0.35,4.23,186100000.0,10630000000.0,1360000.0,1360000.0,N/A,1.63,0.80,1320000.0,N/A
127,2020_09_13,N/A,dnr,N/A,N/A,N/A,N/A,N/A,N/A,0.33,0.02,0.02,738870000.0,738870000.0,738870000.0,16230000.0,738870000.0,16230000.0,2370000000.0,2.27,0.02,2.43,10.06,2.43,738870000.0,16230000.0,N/A,N/A,N/A,738870000.0,N/A,N/A,N/A,N/A,N/A,N/A,16230000.0,0.00,0.00,N/A,0.00,0.00,0.00,N/A
