,A,AA,AAPL,ABBV,ABC,ABT,ACE,ACI,ACN
2003-03-03,8.8827737328295,,0.94136459329032,,11.288124663044,10.726994910559,20.60846933043378,83.7527288810436,12.388946719138
2003-03-04,8.766792816195,,0.93558146609605,,11.098145128304,10.858670840092,20.29621979512418,84.09632982004274,12.310086459945
2003-03-05,8.8895961396903,,0.93943688422556,,11.173301867322,11.005657924222,20.22187466766951,84.74058158066616,12.436262874653
2003-03-06,8.9100633602729,,0.93558146609605,,11.085619005135,10.785177298028,20.036011849032842,84.65468134591637,12.641299548553
2003-03-07,9.135202786681,,0.93365375703129,,10.966620835023,10.855608609173,20.04344636177831,85.9431848671632,12.459920952411
2003-03-10,8.8213720710818,,0.92337264201924,,10.651380068587,10.567758902752,19.277691548995236,85.0841825196653,11.986759397256
2003-03-11,8.5689430172303,,0.9143766663837,,10.676432314926,10.647376906656,18.162514637175228,84.69763146329126,11.174498727573
2003-03-12,8.4666069143175,,0.91373409669545,,10.167036639361,10.702497063205,17.65696777048349,82.03472418604784,10.874829742642
2003-03-13,8.8895961396903,,0.94586258110809,,10.037600033274,10.987284538706,18.6606269911215,84.65468134591637,10.906373846319
2003-03-14,9.135202786681,,0.94971799923761,,9.7620253235423,10.775990605269,19.775803902941508,82.3353750076721,11.497825790263
2003-03-17,9.5923040463581,,0.96449710206742,,10.438435974703,11.192454010304,20.467213588269917,84.69763146329126,11.994645423175
2003-03-18,10.097162154061,,0.96385453237917,,10.695221499681,11.449681407531,20.586165792197384,83.28027758991976,12.357402615461
2003-03-19,10.001648458009,,0.9606416839379,,10.918604029539,11.673224264645,21.11401619712552,83.02257688567039,12.144479915641
2003-03-20,10.117629374644,,0.95807140518489,,10.833008854547,11.55379725879,21.166057786343785,83.06552700304529,12.136593889722
2003-03-21,10.097162154061,,0.96385453237917,,10.958270086243,12.031505282212,22.556311669746066,82.89372653354572,12.523009159765
2003-03-24,9.7287521835752,,0.92337264201924,,10.649292381392,11.743655575791,21.68647367852646,81.73407336442357,12.538781211603
2003-03-25,9.68781774241,,0.93493889640779,,11.146161933788,11.936576123711,21.894640035399526,81.60522301229888,12.420490822815
2003-03-26,9.5786592326364,,0.92594292077225,,10.866411849666,11.89676712176,21.91694357363593,81.08982160380015,12.333744537703
2003-03-27,9.6468833012449,,0.93108347827828,,10.970796209413,11.79571350142,21.983854188345127,80.87507101692567,12.373174667299
2003-03-28,9.4967903503062,,0.9362240357843,,11.144074246593,11.70078434292,22.058629202591202,82.72192606404614,12.357402615461
2003-03-31,8.9714650220206,,0.90859353918943,,10.960357773438,11.517050487757,21.647366624237804,81.64817312967378,12.223340174833
2003-04-01,9.2102492621504,,0.90987867856593,,11.008374578922,11.915140507276,21.946466681222095,81.08982160380015,11.813266827032
2003-04-02,9.7969762521837,,0.93815174484906,,11.271423165484,12.356101759665,22.873676857873384,80.96097125167547,12.388946719138
2003-04-03,9.8242658796271,,0.92915576921352,,11.311089222188,12.059065360486,22.843766852174955,79.11411620455503,12.302200434026
2003-04-04,9.7969762521837,,0.92594292077225,,11.23593248317,12.304043834036,23.71115701742939,80.35966960842696,12.041961578691
2003-04-07,9.7423969972969,,0.93108347827828,,11.200441800856,12.300981603117,23.112956903460816,80.31671949105205,12.018303500933
2003-04-08,9.7696866247403,,0.92851319952527,,10.997936142947,12.227488061052,23.0980019006116,76.53710916206137,11.758064645598
2003-04-09,9.36716461995,,0.91180638763069,,10.682695376511,12.313230526794,22.873676857873384,75.89285740143796,11.21392885717
2003-04-10,9.6059488600798,,0.92337264201924,,10.824658105767,12.2826082176,22.469891780944597,76.06465787093754,11.379535401474
2003-04-11,9.5445471983322,,0.84819198849367,,10.858061100886,12.054472014107,22.267999242480204,77.52496186168395,11.087752442462
2003-04-14,9.6195936738015,,0.87260963664727,,10.985410019777,12.368775732266,22.881154359297994,78.81346538293077,11.750178619678
